output/allstate_banner/output/image_vectors/progressive548jpg.jpg.npy,11
output/allstate_banner/output/image_vectors/geico855jpg.jpg.npy,2
output/allstate_banner/output/image_vectors/allstate736jpg.jpg.npy,12
output/allstate_banner/output/image_vectors/allstate349jpg.jpg.npy,4
output/allstate_banner/output/image_vectors/allstate529jpg.jpg.npy,12
output/allstate_banner/output/image_vectors/progressive468jpg.jpg.npy,17
output/allstate_banner/output/image_vectors/allstate755jpg.jpg.npy,6
output/allstate_banner/output/image_vectors/allstate68jpg.jpg.npy,12
output/allstate_banner/output/image_vectors/geico678jpg.jpg.npy,7
output/allstate_banner/output/image_vectors/geico874jpg.jpg.npy,15
output/allstate_banner/output/image_vectors/geico746jpg.jpg.npy,8
output/allstate_banner/output/image_vectors/geico931jpg.jpg.npy,16
output/allstate_banner/output/image_vectors/allstate30jpg.jpg.npy,2
output/allstate_banner/output/image_vectors/geico375jpg.jpg.npy,14
output/allstate_banner/output/image_vectors/progressive27jpg.jpg.npy,3
output/allstate_banner/output/image_vectors/allstate375jpg.jpg.npy,12
output/allstate_banner/output/image_vectors/allstate43jpg.jpg.npy,12
output/allstate_banner/output/image_vectors/progressive279jpg.jpg.npy,6
output/allstate_banner/output/image_vectors/progressive541jpg.jpg.npy,2
output/allstate_banner/output/image_vectors/allstate930jpg.jpg.npy,4
output/allstate_banner/output/image_vectors/geico813jpg.jpg.npy,12
output/allstate_banner/output/image_vectors/allstate579jpg.jpg.npy,3
output/allstate_banner/output/image_vectors/geico82jpg.jpg.npy,6
output/allstate_banner/output/image_vectors/progressive637jpg.jpg.npy,17
output/allstate_banner/output/image_vectors/geico529jpg.jpg.npy,0
output/allstate_banner/output/image_vectors/allstate908jpg.jpg.npy,4
output/allstate_banner/output/image_vectors/geico703jpg.jpg.npy,13
output/allstate_banner/output/image_vectors/allstate169jpg.jpg.npy,4
output/allstate_banner/output/image_vectors/progressive395jpg.jpg.npy,5
output/allstate_banner/output/image_vectors/progressive691jpg.jpg.npy,6
output/allstate_banner/output/image_vectors/geico480jpg.jpg.npy,13
output/allstate_banner/output/image_vectors/progressive116jpg.jpg.npy,1
output/allstate_banner/output/image_vectors/geico95jpg.jpg.npy,6
output/allstate_banner/output/image_vectors/progressive23jpg.jpg.npy,13
output/allstate_banner/output/image_vectors/geico358jpg.jpg.npy,15
output/allstate_banner/output/image_vectors/progressive895jpg.jpg.npy,2
output/allstate_banner/output/image_vectors/geico236jpg.jpg.npy,8
output/allstate_banner/output/image_vectors/allstate961jpg.jpg.npy,4
output/allstate_banner/output/image_vectors/geico595jpg.jpg.npy,10
output/allstate_banner/output/image_vectors/allstate781jpg.jpg.npy,3
output/allstate_banner/output/image_vectors/progressive621jpg.jpg.npy,2
output/allstate_banner/output/image_vectors/progressive638jpg.jpg.npy,13
output/allstate_banner/output/image_vectors/progressive636jpg.jpg.npy,13
output/allstate_banner/output/image_vectors/allstate278jpg.jpg.npy,12
output/allstate_banner/output/image_vectors/allstate851jpg.jpg.npy,4
output/allstate_banner/output/image_vectors/geico97jpg.jpg.npy,10
